Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,VideoAmt,PhotoAmt,AdoptionSpeed,optimized_word_count,Fee_bins
2,19,266,266,1,4,0,0,2,1,1,1,1,1,1,0,5.0,4,7,0
1,12,307,0,2,2,5,0,2,1,1,1,1,1,1,0,3.0,4,56,0
2,2,266,0,2,6,7,0,2,1,3,1,2,1,1,0,2.0,4,31,0
2,36,292,302,2,1,2,4,2,1,2,1,2,1,2,0,5.0,4,23,0
1,1,70,307,2,1,5,0,2,1,2,2,2,1,1,0,5.0,1,44,0
1,0,307,0,3,1,2,0,2,1,2,2,2,1,6,0,2.0,4,15,0
2,2,265,292,3,5,6,0,2,2,2,2,2,1,5,0,1.0,1,15,0
1,2,307,0,2,3,0,0,2,1,1,1,2,1,1,1,2.0,2,13,0
2,2,292,0,2,2,7,0,1,1,2,1,2,2,1,0,10.0,1,76,0
2,60,292,0,2,2,0,0,3,1,1,1,1,1,1,0,2.0,4,9,0
1,19,128,0,1,1,2,7,2,1,1,1,2,1,1,0,4.0,4,70,5
1,2,307,0,1,1,2,7,2,1,1,1,2,1,1,0,6.0,3,46,0
1,1,307,0,1,6,7,0,2,1,2,2,2,1,1,0,11.0,2,74,0
1,2,307,307,1,2,7,0,2,2,2,1,2,1,1,0,6.0,3,2,0
2,3,265,0,3,1,3,7,1,2,1,1,2,1,5,0,8.0,2,59,0
1,1,307,0,2,1,2,0,2,1,2,1,2,1,1,0,1.0,2,11,0
2,3,266,0,1,1,7,0,2,1,1,2,2,1,1,0,0.0,4,4,0
1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,3.0,2,16,0
2,4,265,0,3,1,2,0,2,2,2,2,2,1,4,0,2.0,2,2,0
2,3,266,265,1,4,5,0,2,2,1,1,2,1,1,0,3.0,2,24,0
2,2,266,265,3,1,2,4,2,1,2,1,1,1,4,0,4.0,4,44,0
2,48,265,0,1,6,7,0,2,1,1,1,1,1,1,0,4.0,4,127,0
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,5.0,2,42,0
1,2,307,0,2,1,4,0,3,2,3,3,2,1,1,0,2.0,3,10,0
2,3,266,0,2,2,3,0,1,1,1,1,2,1,3,0,3.0,4,71,0
1,96,141,0,2,4,0,0,3,1,1,1,1,1,1,0,6.0,3,89,0
2,1,299,0,2,1,2,6,2,1,1,1,2,1,1,0,12.0,2,37,0
2,36,266,0,2,6,7,0,2,1,1,1,2,1,1,0,4.0,4,60,0
2,5,266,0,1,1,4,0,1,1,1,1,2,1,1,0,1.0,1,21,0
2,3,265,0,3,1,3,5,1,2,2,2,2,1,4,0,3.0,2,18,0
1,2,307,0,2,1,7,0,2,1,2,2,2,1,1,0,2.0,4,19,0
1,24,231,0,1,7,0,0,1,3,3,1,3,1,1,0,1.0,3,16,0
1,6,307,0,2,1,2,7,2,1,1,1,1,1,1,0,1.0,4,31,0
1,1,307,0,2,1,2,7,2,1,3,1,3,1,1,3,4.0,2,101,0
2,6,299,266,1,7,0,0,2,2,2,2,2,1,1,0,6.0,1,45,0
2,2,266,0,3,7,0,0,1,1,2,2,2,1,3,0,3.0,1,16,0
2,14,265,0,2,4,5,0,2,2,1,1,2,1,1,0,5.0,4,58,0
1,84,60,0,1,2,0,0,1,1,1,1,2,1,1,1,6.0,2,51,0
1,1,307,141,3,2,0,0,2,1,2,2,2,1,2,0,5.0,1,26,0
1,12,307,141,1,2,4,5,3,2,2,2,1,1,1,0,3.0,2,52,3
1,12,307,0,1,1,7,0,3,1,1,1,2,1,1,0,3.0,2,60,0
1,4,189,307,2,1,2,0,2,1,1,2,2,1,1,1,5.0,2,71,0
1,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,2.0,2,16,1
1,36,307,0,2,2,0,0,2,1,3,3,2,1,1,0,1.0,4,12,0
1,3,307,0,2,7,0,0,2,1,1,1,3,1,1,0,1.0,4,8,2
1,24,307,307,2,1,2,0,2,2,1,1,1,1,1,0,1.0,3,3,0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,2.0,4,44,0
1,1,307,307,3,2,3,6,1,1,2,2,3,1,6,1,5.0,3,30,0
1,144,307,0,1,2,0,0,3,2,3,3,3,1,1,0,1.0,4,54,0
2,4,266,0,3,1,4,7,2,2,2,2,2,1,3,0,9.0,4,136,0
2,12,292,292,2,2,0,0,2,1,2,2,2,1,4,0,4.0,2,58,0
1,48,152,0,2,1,2,0,1,1,1,1,1,1,1,0,2.0,2,40,0
2,18,265,0,2,1,7,0,3,2,2,1,2,1,6,0,2.0,3,40,1
1,4,307,109,1,3,4,5,2,1,2,2,2,1,1,0,6.0,1,31,0
2,2,299,0,2,1,3,7,2,1,1,1,2,2,2,0,4.0,2,55,0
2,2,266,268,1,1,6,0,1,2,2,1,2,1,1,0,5.0,0,18,0
2,12,265,265,1,1,2,5,2,2,1,2,2,1,2,0,1.0,0,1,0
1,12,307,0,2,2,7,0,1,2,1,1,1,1,1,0,4.0,2,75,0
1,2,307,0,2,1,2,0,2,2,3,3,2,1,1,0,4.0,2,15,0
1,2,307,0,2,1,0,0,1,1,1,1,2,1,1,0,2.0,2,36,0
2,24,292,266,2,7,0,0,1,1,1,1,1,1,1,1,8.0,0,47,3
1,42,195,0,1,6,7,0,2,2,1,1,1,1,1,0,2.0,1,63,0
2,4,266,249,2,1,3,7,2,1,1,1,2,1,1,0,13.0,1,41,0
2,3,264,251,1,5,6,0,2,2,1,1,2,1,1,0,0.0,0,60,4
2,2,265,0,2,3,6,7,2,2,2,2,2,2,2,0,5.0,3,21,0
2,4,266,0,1,1,7,0,1,1,1,1,2,1,1,0,5.0,1,47,0
2,2,266,265,2,1,6,7,2,1,2,2,2,1,1,0,5.0,1,27,0
2,2,266,0,1,7,0,0,2,1,2,1,2,1,1,2,6.0,2,120,0
1,18,145,0,1,2,7,0,1,2,1,1,1,1,1,0,2.0,1,27,0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,3.0,2,20,1
1,48,103,0,1,1,2,3,3,2,1,1,2,1,1,0,5.0,2,20,5
1,8,307,0,2,4,5,7,2,1,3,3,3,1,1,0,4.0,4,9,0
1,72,307,14,2,1,2,7,2,3,1,1,1,1,1,6,13.0,4,160,0
1,8,307,307,2,2,3,0,1,2,3,3,3,1,1,0,3.0,4,23,0
2,1,299,266,1,1,6,7,2,1,2,1,2,1,1,0,4.0,1,98,0
2,14,266,0,2,6,0,0,2,1,1,1,1,1,1,0,3.0,4,56,1
2,11,264,0,2,2,4,7,2,3,2,1,2,1,1,0,9.0,3,26,1
2,1,266,0,2,1,4,7,2,1,2,2,2,1,1,0,2.0,1,14,0
2,23,266,0,1,1,7,0,3,1,1,1,2,1,1,0,3.0,3,452,4
2,12,265,0,2,7,0,0,2,2,3,3,3,1,1,0,1.0,4,1,0
1,96,19,200,1,2,3,4,2,1,1,1,1,1,1,0,2.0,3,22,0
1,18,20,76,1,3,7,0,2,1,1,3,1,1,1,0,2.0,4,46,0
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,1.0,4,25,0
1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,0,1.0,4,11,3
2,1,265,266,3,1,2,6,1,2,2,2,1,1,2,0,5.0,1,95,0
1,5,307,0,2,2,0,0,1,1,2,2,2,1,1,0,6.0,4,6,0
2,1,266,0,1,1,6,0,1,2,2,2,2,1,1,2,9.0,2,74,0
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1.0,2,17,1
1,6,152,213,2,1,7,0,1,1,2,1,2,1,1,0,5.0,3,41,0
1,1,307,0,3,2,7,0,2,2,2,2,2,1,5,0,8.0,1,57,0
1,10,307,307,1,2,7,0,3,1,3,3,1,2,1,0,5.0,2,134,0
1,1,307,0,2,1,2,0,1,2,2,2,2,1,2,0,4.0,4,34,0
2,5,292,0,1,7,0,0,2,1,2,2,2,1,1,0,4.0,3,19,0
1,1,307,189,2,1,7,0,2,1,1,1,2,1,1,0,3.0,0,12,0
2,2,266,0,1,1,6,7,1,1,2,1,2,1,1,0,4.0,1,6,0
1,3,307,0,1,2,7,0,2,2,2,1,2,1,1,0,1.0,3,20,0
2,10,266,0,2,2,0,0,1,1,2,1,1,1,1,0,3.0,1,69,0
1,2,307,0,2,2,4,7,2,1,3,3,3,2,1,0,3.0,4,4,0
1,4,307,0,2,2,7,0,1,1,2,1,2,1,1,0,1.0,3,47,0
2,1,266,0,3,2,4,6,1,2,2,2,2,1,5,0,7.0,2,33,0
1,100,205,0,1,5,6,7,1,1,1,3,2,2,1,0,5.0,2,69,0
1,2,307,0,3,1,7,0,2,1,2,2,2,1,4,0,5.0,0,16,0
1,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,5.0,1,64,0
2,3,272,265,2,1,3,7,2,2,2,1,2,1,1,0,5.0,1,90,1
2,5,299,0,2,5,6,7,2,2,1,1,1,1,1,0,6.0,3,291,3
2,2,266,299,2,1,3,6,2,1,2,2,2,1,1,0,4.0,2,44,0
1,2,307,0,1,2,3,0,2,2,1,1,2,1,1,0,2.0,2,39,0
1,24,99,0,2,7,0,0,2,3,1,1,1,1,1,0,1.0,1,34,0
2,8,288,265,2,3,7,0,2,2,2,1,2,1,1,0,2.0,2,35,5
2,1,265,266,3,1,6,7,2,2,2,2,2,1,2,0,2.0,1,34,0
2,3,266,0,1,2,4,0,2,2,2,2,2,1,1,0,1.0,3,6,0
1,48,173,0,2,1,7,0,2,1,1,1,1,1,1,0,3.0,4,2,5
1,3,307,0,2,2,0,0,2,1,2,1,2,1,1,0,4.0,3,14,0
2,2,266,0,1,2,0,0,1,1,1,1,2,1,1,0,1.0,2,8,1
2,36,266,292,2,2,0,0,3,2,1,1,1,1,2,0,4.0,4,21,0
1,20,307,78,1,1,2,0,2,1,1,1,1,1,1,0,2.0,3,9,0
1,2,307,0,2,3,7,0,2,1,2,2,2,1,1,0,1.0,3,20,1
1,24,1,0,3,4,0,0,2,1,1,1,1,1,2,0,5.0,4,86,0
2,12,292,266,3,7,0,0,2,1,1,1,2,1,4,0,4.0,1,11,0
2,8,266,0,2,1,2,7,2,1,1,1,1,1,1,0,13.0,3,106,0
2,3,264,0,1,2,7,0,2,3,2,1,2,1,1,0,4.0,1,40,1
2,3,266,0,1,5,7,0,2,1,2,2,2,1,1,0,3.0,2,15,0
1,1,307,307,1,1,7,0,2,2,2,1,2,1,1,0,4.0,1,2,0
1,3,307,0,2,2,0,0,2,1,3,3,2,1,1,0,2.0,1,26,0
2,20,266,0,3,1,6,7,2,1,2,3,2,1,5,0,5.0,4,48,0
2,18,292,265,2,5,0,0,2,2,1,1,1,1,1,0,2.0,2,43,0
1,2,307,307,3,1,5,7,2,1,2,2,2,1,3,0,0.0,4,39,0
2,3,266,0,1,4,5,0,2,1,2,2,2,1,1,0,3.0,1,19,0
1,36,307,307,1,1,2,7,2,3,1,1,1,1,2,0,2.0,4,25,5
2,6,265,0,1,1,7,0,3,2,2,2,2,1,1,0,4.0,1,46,0
1,36,307,0,1,2,0,0,2,1,1,1,1,1,2,0,3.0,4,88,0
2,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,3.0,1,18,0
1,12,152,0,2,2,0,0,1,1,1,1,2,1,1,0,1.0,3,28,5
1,60,307,0,1,1,2,3,1,2,3,3,3,1,1,0,2.0,2,10,0
1,2,307,0,3,1,2,4,2,1,2,2,2,1,3,0,13.0,3,127,0
2,15,264,285,2,7,0,0,3,3,1,1,2,1,1,0,4.0,3,30,2
2,1,266,0,2,2,0,0,2,1,2,1,2,1,1,0,9.0,2,53,0
2,48,266,0,2,1,2,0,2,1,1,1,1,1,1,0,1.0,3,85,0
1,24,76,307,2,1,2,5,2,1,1,1,1,1,5,0,1.0,4,82,0
2,4,266,266,3,1,0,0,2,1,2,2,2,1,2,0,6.0,2,18,0
1,3,307,307,1,2,5,0,2,1,2,2,2,1,2,0,1.0,2,24,0
1,3,307,0,2,3,0,0,2,1,2,2,2,1,2,0,5.0,2,76,0
2,78,252,0,1,2,0,0,2,3,1,1,1,1,1,0,1.0,2,6,0
2,1,266,0,1,1,0,0,2,1,2,1,2,1,1,0,3.0,3,5,0
1,3,307,0,1,2,7,0,2,2,2,2,2,1,1,1,2.0,2,15,0
1,2,307,0,2,2,0,0,2,2,2,1,2,1,1,0,4.0,1,47,0
1,1,307,0,2,1,2,5,1,2,2,2,2,1,1,0,4.0,2,23,0
2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,5.0,2,41,0
1,2,307,0,1,5,7,0,2,1,1,1,2,1,1,0,3.0,1,22,0
2,1,299,299,3,1,3,0,1,2,2,2,2,1,5,0,6.0,3,82,0
2,2,299,0,2,3,4,0,1,2,2,2,2,2,1,0,3.0,3,14,0
2,16,266,0,2,1,4,7,1,1,2,2,2,1,6,0,4.0,3,51,0
1,3,307,0,2,2,3,0,2,2,2,1,2,1,1,1,1.0,4,5,0
2,2,266,0,1,2,0,0,2,1,1,1,2,1,1,0,5.0,3,46,0
2,25,265,0,3,1,2,4,1,2,2,1,2,1,6,0,5.0,4,23,0
2,3,266,0,1,1,7,0,2,1,2,2,2,1,1,0,6.0,2,12,1
2,1,266,0,3,7,0,0,1,1,2,2,2,1,2,0,2.0,1,135,0
2,2,265,0,3,1,6,7,2,2,3,3,2,1,2,0,2.0,2,14,0
1,2,307,0,1,1,2,0,2,2,2,1,2,1,1,0,4.0,1,76,0
2,12,266,0,2,2,0,0,2,1,3,3,1,1,1,0,2.0,4,8,0
2,2,266,0,1,2,7,0,2,1,2,1,2,1,1,0,5.0,2,56,0
1,20,103,0,1,2,0,0,3,3,1,3,1,1,1,0,0.0,4,82,0
1,3,307,0,2,1,4,7,1,1,2,3,3,1,3,1,4.0,3,17,0
1,6,307,307,1,1,2,0,3,1,1,1,2,1,1,0,3.0,3,40,1
1,2,307,0,2,2,7,0,2,2,1,1,2,1,1,0,4.0,3,24,0
2,22,285,0,2,2,3,7,2,3,1,1,1,1,1,0,5.0,1,58,0
1,1,307,0,3,1,2,5,2,2,2,2,2,1,5,0,11.0,4,22,0
2,1,266,0,1,1,5,7,1,1,2,2,2,1,1,0,4.0,3,28,0
2,12,266,0,2,1,2,7,2,1,1,1,1,1,1,0,6.0,3,11,0
2,2,264,0,2,1,6,7,3,3,1,1,1,1,1,0,3.0,3,33,2
2,1,266,0,1,1,7,0,1,1,2,2,2,1,1,0,1.0,4,20,0
2,6,299,0,1,6,0,0,2,1,2,2,2,1,1,0,4.0,1,33,1
1,3,103,307,1,2,0,0,2,1,1,1,2,1,1,0,4.0,1,21,0
2,60,299,0,1,1,2,5,4,2,1,1,1,1,3,0,4.0,4,22,0
1,36,307,0,2,5,0,0,3,1,1,1,1,1,1,0,1.0,4,5,0
2,2,266,0,2,1,0,0,1,1,2,2,2,1,2,0,3.0,4,34,0
1,6,307,0,1,1,2,0,2,2,1,1,2,1,1,0,2.0,3,29,0
1,1,307,0,2,1,2,0,2,1,2,2,2,1,3,0,7.0,1,29,0
2,8,265,285,3,2,5,7,2,2,2,2,3,1,6,0,2.0,4,66,0
1,2,307,307,1,1,2,3,1,1,2,2,3,1,2,0,5.0,3,33,0
2,3,266,266,2,1,5,7,2,2,1,1,2,1,3,0,5.0,4,34,0
1,1,307,0,1,2,0,0,1,1,3,3,3,1,4,0,1.0,2,40,0
2,4,266,0,2,1,0,0,2,1,2,2,2,1,1,0,1.0,2,41,1
2,4,266,292,2,7,0,0,1,1,2,2,2,1,1,0,2.0,4,13,0
1,8,152,0,1,2,0,0,1,1,1,1,1,1,1,0,3.0,2,21,0
2,8,265,0,2,1,0,0,1,2,2,2,1,1,1,0,6.0,4,32,2
1,5,103,75,2,1,2,0,2,1,3,3,2,1,1,0,5.0,2,335,5
2,2,266,0,1,7,0,0,1,1,2,2,2,1,1,0,4.0,1,6,0
1,8,307,0,2,2,0,0,3,2,3,3,1,1,1,1,1.0,2,21,0
1,60,60,0,1,7,0,0,1,3,1,1,1,1,1,0,2.0,2,54,0
2,9,265,0,2,1,0,0,2,2,2,2,2,1,1,0,2.0,3,56,0
1,4,307,109,1,3,0,0,2,1,1,2,2,1,1,0,4.0,4,21,5
1,8,307,0,1,2,0,0,2,1,1,1,1,1,1,0,12.0,3,46,0
2,6,265,0,3,1,4,7,2,2,2,1,2,1,4,0,5.0,1,49,0
1,24,307,0,1,2,0,0,3,1,3,3,3,1,1,1,2.0,4,34,0
1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,0,1.0,4,15,0
2,1,265,285,3,1,6,7,1,2,2,1,2,1,3,0,8.0,1,15,3
2,1,266,0,3,1,2,7,2,1,2,2,2,1,4,0,13.0,2,16,0
1,2,307,0,1,2,0,0,2,1,2,2,2,1,1,0,1.0,2,17,0
1,2,307,0,2,2,7,0,1,1,1,1,1,1,1,0,4.0,4,24,0
2,4,266,0,1,1,2,7,1,1,2,1,2,1,1,0,4.0,1,49,1
1,72,109,0,1,3,0,0,2,2,1,1,2,1,1,0,3.0,2,5,1
1,4,307,0,2,2,0,0,2,1,2,2,2,1,1,0,5.0,4,99,0
1,9,218,307,1,2,3,0,1,2,2,1,2,1,1,0,5.0,2,24,0
1,2,307,0,2,2,5,7,1,2,1,1,1,1,2,0,1.0,2,19,4
1,12,307,0,2,7,0,0,1,1,1,1,1,1,1,0,3.0,2,57,0
2,5,266,0,2,1,7,0,2,1,2,1,2,1,1,0,1.0,2,10,0
1,1,307,0,2,1,2,0,2,1,2,1,1,1,1,0,3.0,4,2,0
1,2,141,307,2,1,2,0,2,1,3,3,2,1,1,0,3.0,3,9,0
2,3,266,0,2,1,7,0,1,1,3,3,3,1,1,0,3.0,4,38,0
2,3,266,0,1,4,7,0,2,1,2,1,2,1,1,0,4.0,4,16,0
1,12,307,0,2,2,7,0,1,1,1,1,1,1,1,0,5.0,4,35,0
1,60,207,307,2,3,5,7,2,2,1,1,1,1,1,0,0.0,2,79,0
1,2,307,307,1,1,2,7,2,2,1,1,2,1,1,0,4.0,1,2,0
2,1,299,0,3,1,2,3,1,2,2,2,2,1,5,0,5.0,2,24,1
1,1,189,307,3,1,2,0,2,1,1,1,2,1,6,0,6.0,1,18,3
2,12,292,265,2,1,6,7,2,2,1,1,1,1,1,0,9.0,3,59,0
2,3,265,0,1,1,6,0,2,2,2,2,2,1,1,0,2.0,4,22,0
1,2,32,307,1,1,2,0,2,1,1,1,2,1,1,2,6.0,2,41,2
1,2,307,0,3,1,7,0,2,2,2,2,2,1,5,0,5.0,2,37,1
1,120,78,103,1,1,4,0,3,1,3,3,2,3,1,0,4.0,4,47,0
2,15,299,299,2,4,0,0,2,1,1,2,2,1,3,0,1.0,1,18,0
1,1,307,307,3,2,5,7,3,1,2,2,2,2,6,0,3.0,4,110,0
2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,0,2.0,1,12,0
2,10,299,0,1,1,7,0,3,3,3,2,2,1,1,0,2.0,1,83,0
2,12,247,292,2,6,0,0,2,1,1,1,1,1,1,0,2.0,3,20,0
2,12,266,0,1,1,7,0,3,1,2,2,2,1,1,0,5.0,4,67,0
2,2,266,0,3,1,2,7,1,1,2,1,2,1,2,0,13.0,1,55,0
2,2,266,0,1,1,2,7,1,1,2,2,2,1,3,0,3.0,1,30,0
2,7,266,0,2,2,7,0,2,2,2,2,2,1,3,0,3.0,4,6,0
1,2,307,0,2,5,0,0,2,1,1,1,2,1,1,0,2.0,4,8,0
1,12,60,307,2,2,0,0,2,1,2,2,1,1,1,0,1.0,4,16,0
2,3,265,266,1,6,7,0,2,2,1,1,3,1,1,0,4.0,3,4,0
1,1,213,307,3,1,2,0,1,1,2,2,2,1,6,0,11.0,2,8,0
2,1,266,251,3,1,2,6,1,1,2,2,2,1,3,0,5.0,2,21,0
2,21,254,265,2,1,2,7,2,2,1,1,1,1,1,1,1.0,2,40,0
1,60,179,0,2,5,0,0,1,1,1,1,3,1,1,0,5.0,1,85,0
2,1,243,0,1,1,2,7,1,1,2,2,2,1,1,0,3.0,4,36,0
1,12,307,0,1,1,0,0,2,1,2,1,1,1,1,0,9.0,3,40,0
2,2,285,266,1,1,7,0,2,2,2,2,2,1,1,0,6.0,3,62,0
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,2.0,4,6,0
2,3,307,0,2,1,3,7,1,1,3,3,3,1,1,0,7.0,4,27,0
1,15,109,0,2,5,0,0,2,2,1,1,2,2,1,0,1.0,1,3,5
2,2,285,266,3,1,3,0,1,2,3,3,3,2,3,0,3.0,4,24,0
1,29,213,141,2,5,7,0,2,2,1,1,1,1,1,0,7.0,3,35,0
1,2,307,218,2,1,7,0,2,2,1,1,2,1,1,0,9.0,3,62,0
2,11,266,0,2,7,0,0,1,1,1,1,1,1,1,0,3.0,1,12,1
1,3,307,0,1,1,2,0,2,2,1,1,2,1,1,0,3.0,3,30,0
1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,4.0,4,9,0
1,14,218,0,2,7,0,0,2,2,2,1,2,1,1,0,13.0,2,24,0
1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,9.0,4,64,0
1,3,307,189,2,1,2,0,2,1,2,2,2,1,1,0,4.0,2,6,1
1,24,178,0,1,7,0,0,1,3,1,1,2,1,1,0,2.0,2,15,5
1,2,189,307,2,1,0,0,2,1,2,2,2,1,1,0,1.0,3,7,0
2,12,292,0,2,2,3,0,2,2,3,3,3,2,1,0,1.0,4,47,0
2,3,266,0,2,1,7,0,1,1,2,2,2,1,1,0,2.0,4,26,0
1,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,5.0,3,20,0
2,4,292,264,1,1,7,0,2,2,3,1,2,1,2,0,2.0,4,7,2
1,12,307,0,2,7,0,0,2,3,3,3,3,1,1,0,2.0,3,19,0
1,48,307,0,2,7,0,0,2,2,1,1,1,1,1,0,0.0,4,2,0
2,1,266,0,1,2,7,0,1,1,2,2,2,1,1,0,4.0,2,36,0
1,84,240,0,2,1,3,7,1,1,1,1,2,1,1,0,1.0,2,61,0
2,5,266,265,2,2,7,0,1,1,2,2,2,1,1,0,3.0,3,61,0
2,12,283,0,2,6,7,0,3,2,1,1,1,1,1,0,5.0,2,36,0
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,7.0,2,103,0
1,2,39,188,1,1,2,7,2,1,1,1,2,1,2,0,8.0,2,56,0
1,2,307,0,2,2,0,0,2,1,2,2,2,1,4,0,5.0,3,17,0
2,2,266,299,2,6,7,0,1,1,2,1,2,1,1,0,13.0,2,64,0
2,7,254,266,2,1,2,4,3,1,3,3,3,1,1,0,2.0,2,63,0
2,4,262,0,3,1,2,7,2,2,2,2,2,1,3,0,5.0,3,105,0
2,3,266,254,2,2,3,0,2,1,1,1,1,1,1,0,3.0,3,75,3
1,24,307,0,1,5,0,0,2,1,1,1,3,1,1,0,3.0,4,27,0
2,5,271,248,2,1,6,7,2,2,3,3,3,1,1,0,13.0,1,4,0
1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,0,1.0,4,28,0
2,1,266,0,2,7,0,0,1,1,3,3,3,1,1,0,1.0,1,26,0
2,5,266,0,1,3,0,0,1,1,1,1,2,1,1,0,1.0,4,8,0
1,2,307,0,1,1,2,3,2,1,1,1,2,1,1,0,5.0,1,33,0
1,5,307,0,1,1,2,0,2,1,1,1,2,1,1,0,1.0,2,43,0
1,3,307,0,2,2,7,0,2,2,1,1,2,1,1,0,2.0,3,26,0
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,7.0,4,11,0
2,11,265,0,2,1,0,0,2,2,1,1,2,1,1,0,3.0,4,11,0
1,7,44,307,2,2,5,7,2,2,1,1,1,1,1,0,4.0,4,4,0
1,4,103,189,1,1,2,0,2,1,3,3,2,1,1,0,3.0,2,82,0
1,84,152,0,1,1,2,0,1,2,3,1,2,2,1,0,2.0,2,13,0
2,1,266,0,3,4,6,7,1,1,2,2,2,1,3,0,10.0,1,13,0
2,1,266,305,2,1,5,7,2,1,2,1,2,1,1,0,5.0,1,119,1
2,0,266,0,3,2,5,7,2,2,2,2,3,1,3,0,2.0,3,53,0
1,3,307,0,3,1,2,5,2,1,2,1,2,1,4,0,1.0,4,74,0
1,9,307,0,2,1,2,0,2,1,1,1,1,1,1,0,6.0,2,88,0
2,4,266,0,1,6,0,0,1,1,1,1,2,1,1,0,5.0,2,36,0
2,21,299,0,1,4,7,0,2,1,1,1,1,1,1,0,4.0,4,16,0
1,36,179,0,1,1,6,7,1,1,1,1,1,1,1,1,8.0,2,124,5
1,48,307,0,2,2,0,0,2,1,1,1,1,1,1,0,1.0,4,5,2
2,1,265,0,3,1,2,5,2,2,2,2,2,1,5,0,3.0,3,31,0
1,1,307,307,1,1,2,0,2,2,2,1,2,1,1,0,1.0,3,3,0
2,7,266,0,1,1,6,0,2,1,1,1,1,1,1,0,1.0,2,11,0
2,5,266,0,2,5,7,0,2,1,3,3,2,1,1,0,2.0,2,24,0
1,1,307,0,2,1,2,7,2,1,3,3,3,1,1,0,2.0,4,31,0
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,0,2.0,2,35,1
2,108,243,0,1,3,0,0,2,2,1,3,1,1,1,0,4.0,4,14,0
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,13.0,3,67,0
2,6,247,266,2,1,2,7,2,1,2,2,2,1,2,0,2.0,2,2,1
1,6,307,0,1,3,0,0,2,1,1,1,1,1,1,0,2.0,4,34,3
2,24,266,266,2,1,7,0,2,1,1,1,1,1,1,0,2.0,4,3,0
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,4.0,1,36,0
2,1,252,0,1,1,0,0,1,1,2,2,2,1,1,0,4.0,1,20,0
1,60,205,0,1,4,5,7,1,2,1,1,2,1,1,0,8.0,3,77,0
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,3.0,3,33,0
2,0,266,266,3,2,3,7,2,1,2,2,2,1,5,0,11.0,3,78,0
2,3,265,265,2,1,7,0,2,2,2,1,2,1,1,0,6.0,4,16,0
2,2,254,0,2,1,4,7,1,1,2,2,2,1,1,0,5.0,4,55,1
1,3,307,0,3,1,2,5,2,1,3,3,3,1,2,0,2.0,4,20,0
2,8,243,0,2,1,6,0,2,2,2,1,2,1,1,0,1.0,1,31,0
2,5,265,0,1,3,4,7,2,2,1,1,2,1,1,0,1.0,3,10,0
2,3,266,0,2,1,6,7,2,2,2,1,2,1,1,0,2.0,1,71,0
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,1.0,1,10,0
2,2,266,0,1,1,0,0,1,1,3,3,3,1,1,0,2.0,1,26,0
2,6,266,0,2,3,5,7,2,1,1,1,1,1,1,0,4.0,2,46,0
2,3,266,266,3,1,4,6,1,1,2,2,2,1,3,0,5.0,2,5,0
2,2,285,265,1,7,0,0,2,3,2,1,2,1,1,0,5.0,2,91,2
1,1,307,0,3,2,7,0,1,1,2,2,2,1,3,0,4.0,1,41,0
1,10,307,0,2,2,0,0,2,1,1,1,2,1,1,0,2.0,3,24,0
1,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,4.0,2,19,0
1,60,103,0,2,1,0,0,2,2,1,1,2,1,1,0,3.0,2,13,5
1,60,189,307,1,1,2,0,3,2,3,3,2,1,1,0,0.0,4,9,0
1,2,307,0,2,2,0,0,2,1,3,3,3,1,3,0,0.0,4,15,0
2,18,264,264,2,2,6,7,3,3,2,1,2,1,1,0,5.0,3,47,1
2,6,266,0,1,4,0,0,1,1,2,1,2,1,1,0,5.0,2,64,0
2,7,266,0,2,2,6,0,2,1,2,1,2,1,1,0,3.0,4,3,0
1,24,307,0,1,1,2,0,2,1,1,1,1,1,1,0,4.0,4,38,0
